res_state,res_district,res_year,res_month,res_frl,liv_cap,rainfall,population,water demand (cubic meters),water demand (MCM)
Gujarat,Rajkot,2016,february,53.15,0.04975,0.0,1655000.0,34589.5,0.034589499999999995
Gujarat,Rajkot,2016,march,53.15,0.04975,0.6,1655000.0,34589.5,0.034589499999999995
Gujarat,Rajkot,2016,april,53.15,0.04975,0.0,1655000.0,34589.5,0.034589499999999995
Gujarat,Rajkot,2016,may,53.15,0.04975,0.4,1655000.0,34589.5,0.034589499999999995
Gujarat,Rajkot,2016,june,53.15,0.04975,31.8,1655000.0,34589.5,0.034589499999999995
Gujarat,Rajkot,2016,july,53.15,0.04975,255.8,1655000.0,34589.5,0.034589499999999995
Gujarat,Rajkot,2016,august,53.15,0.04975,303.9,1655000.0,34589.5,0.034589499999999995
Gujarat,Rajkot,2016,september,53.15,0.04975,105.3,1655000.0,34589.5,0.034589499999999995
Gujarat,Rajkot,2016,october,53.15,0.04975,66.9,1655000.0,34589.5,0.034589499999999995
Gujarat,Rajkot,2016,november,53.15,0.04975,0.0,1655000.0,34589.5,0.034589499999999995
Gujarat,Rajkot,2016,december,53.15,0.04975,0.0,1655000.0,34589.5,0.034589499999999995
Gujarat,Rajkot,2017,january,53.15,0.04975,0.0,1710000.0,35739.0,0.035739
Gujarat,Rajkot,2017,february,53.15,0.04975,0.0,1710000.0,35739.0,0.035739
Gujarat,Rajkot,2017,march,53.15,0.04975,0.0,1710000.0,35739.0,0.035739
Gujarat,Rajkot,2017,april,53.15,0.04975,0.0,1710000.0,35739.0,0.035739
Gujarat,Rajkot,2017,may,53.15,0.04975,0.2,1710000.0,35739.0,0.035739
Gujarat,Rajkot,2017,june,53.15,0.04975,137.7,1710000.0,35739.0,0.035739
Gujarat,Rajkot,2017,july,53.15,0.04975,613.1,1710000.0,35739.0,0.035739
Gujarat,Rajkot,2017,august,53.15,0.04975,179.7,1710000.0,35739.0,0.035739
Gujarat,Rajkot,2017,september,53.15,0.04975,67.2,1710000.0,35739.0,0.035739
Gujarat,Rajkot,2017,october,53.15,0.04975,15.5,1710000.0,35739.0,0.035739
Gujarat,Rajkot,2017,november,53.15,0.04975,0.0,1710000.0,35739.0,0.035739
Gujarat,Rajkot,2017,december,53.15,0.04975,11.0,1710000.0,35739.0,0.035739
Gujarat,Rajkot,2018,january,53.15,0.04975,,,,
Gujarat,Rajkot,2018,february,53.15,0.04975,,,,
Gujarat,Rajkot,2018,march,53.15,0.04975,,,,
Gujarat,Rajkot,2018,april,53.15,0.04975,,,,
Gujarat,Rajkot,2018,may,53.15,0.04975,,,,
Gujarat,Rajkot,2018,june,53.15,0.04975,,,,
Gujarat,Rajkot,2018,july,53.15,0.04975,,,,
Gujarat,Rajkot,2018,august,53.15,0.04975,,,,
Gujarat,Rajkot,2018,september,53.15,0.04975,,,,
Gujarat,Rajkot,2018,october,53.15,0.04975,,,,
Gujarat,Rajkot,2018,november,53.15,0.04975,,,,
Gujarat,Rajkot,2018,december,53.15,0.04975,,,,
Gujarat,Rajkot,2019,january,53.15,0.04975,,,,
Gujarat,Rajkot,2019,february,53.15,0.04975,,,,
Gujarat,Rajkot,2019,march,53.15,0.04975,,,,
Gujarat,Rajkot,2019,april,53.15,0.04975,,,,
Gujarat,Rajkot,2019,may,53.15,0.04975,,,,
Gujarat,Rajkot,2019,june,53.15,0.04975,,,,
Gujarat,Rajkot,2019,july,53.15,0.04975,,,,
Gujarat,Rajkot,2019,august,53.15,0.04975,,,,
Gujarat,Rajkot,2019,september,53.15,0.04975,,,,
Gujarat,Rajkot,2019,october,53.15,0.04975,,,,
Gujarat,Rajkot,2019,november,53.15,0.04975,,,,
Gujarat,Rajkot,2019,december,53.15,0.04975,,,,
Gujarat,Rajkot,2020,january,53.15,0.04975,,,,
Gujarat,Rajkot,2020,february,53.15,0.04975,,,,
Gujarat,Rajkot,2020,march,53.15,0.04975,,,,
Gujarat,Rajkot,2020,april,53.15,0.04975,,,,
Gujarat,Rajkot,2020,may,53.15,0.04975,,,,
Gujarat,Rajkot,2020,june,53.15,0.04975,,,,
Gujarat,Rajkot,2020,july,53.15,0.04975,,,,
Gujarat,Rajkot,2020,august,53.15,0.04975,,,,
Gujarat,Rajkot,2020,september,53.15,0.04975,,,,
Gujarat,Rajkot,2020,october,53.15,0.04975,,,,
Gujarat,Rajkot,2020,november,53.15,0.04975,,,,
Gujarat,Rajkot,2020,december,53.15,0.04975,,,,
Gujarat,Rajkot,2021,january,53.15,0.04975,,,,
Gujarat,Rajkot,2021,february,53.15,0.04975,,,,
Gujarat,Rajkot,2021,march,53.15,0.04975,,,,
Gujarat,Rajkot,2021,april,53.15,0.04975,,,,
Gujarat,Rajkot,2021,may,53.15,0.04975,,,,
Gujarat,Rajkot,2021,june,53.15,0.04975,,,,
Gujarat,Rajkot,2021,july,53.15,0.04975,,,,
Gujarat,Rajkot,2021,august,53.15,0.04975,,,,
Gujarat,Rajkot,2021,september,53.15,0.04975,,,,
Gujarat,Rajkot,2021,october,53.15,0.04975,,,,
Gujarat,Rajkot,2021,november,53.15,0.04975,,,,
Gujarat,Rajkot,2021,december,53.15,0.04975,,,,
Gujarat,Rajkot,2022,january,53.15,0.04975,,,,
Gujarat,Rajkot,2022,february,53.15,0.04975,,,,
Gujarat,Rajkot,2022,march,53.15,0.04975,,,,
Gujarat,Rajkot,2022,april,53.15,0.04975,,,,
Gujarat,Rajkot,2022,may,53.15,0.04975,,,,
Gujarat,Rajkot,2022,june,53.15,0.04975,,,,
Gujarat,Rajkot,2022,july,53.15,0.04975,,,,
Gujarat,Rajkot,2022,august,53.15,0.04975,,,,
Gujarat,Rajkot,2022,september,53.15,0.04975,,,,
Gujarat,Rajkot,2022,october,53.15,0.04975,,,,
Gujarat,Rajkot,2022,november,53.15,0.04975,,,,
Gujarat,Rajkot,2022,december,53.15,0.04975,,,,
Gujarat,Rajkot,2023,january,53.15,0.04975,,,,
Gujarat,Rajkot,2023,february,53.15,0.04975,,,,
Gujarat,Rajkot,2023,march,53.15,0.04975,,,,
Gujarat,Rajkot,2023,april,53.15,0.04975,,,,
Gujarat,Rajkot,2023,may,53.15,0.04975,,,,
Gujarat,Rajkot,2023,june,53.15,0.04975,,,,
Gujarat,Rajkot,2023,july,53.15,0.04975,,,,
Gujarat,Rajkot,2023,august,53.15,0.04975,,,,
Gujarat,Rajkot,2023,september,53.15,0.04975,,,,
Gujarat,Rajkot,2023,october,53.15,0.04975,,,,
Gujarat,Rajkot,2023,november,53.15,0.04975,,,,
Gujarat,Rajkot,2023,december,53.15,0.04975,,,,
Gujarat,Jamnagar,2009,january,20.4,0.03983,0.0,593000.0,12393.7,0.0123937
Gujarat,Jamnagar,2009,february,20.4,0.03983,0.0,593000.0,12393.7,0.0123937
Gujarat,Jamnagar,2009,march,20.4,0.03983,0.3,593000.0,12393.7,0.0123937
Gujarat,Jamnagar,2009,april,20.4,0.03983,0.0,593000.0,12393.7,0.0123937
Gujarat,Jamnagar,2009,may,20.4,0.03983,0.0,593000.0,12393.7,0.0123937
Gujarat,Jamnagar,2009,june,20.4,0.03983,17.0,593000.0,12393.7,0.0123937
Gujarat,Jamnagar,2009,july,20.4,0.03983,390.3,593000.0,12393.7,0.0123937
Gujarat,Jamnagar,2009,august,20.4,0.03983,143.5,593000.0,12393.7,0.0123937
Gujarat,Jamnagar,2009,september,20.4,0.03983,54.9,593000.0,12393.7,0.0123937
Gujarat,Jamnagar,2009,october,20.4,0.03983,27.4,593000.0,12393.7,0.0123937
Gujarat,Jamnagar,2009,november,20.4,0.03983,8.1,593000.0,12393.7,0.0123937
Gujarat,Jamnagar,2009,december,20.4,0.03983,0.0,593000.0,12393.7,0.0123937
Gujarat,Jamnagar,2010,january,20.4,0.03983,0.2,598000.0,12498.2,0.012498200000000001
Gujarat,Jamnagar,2010,february,20.4,0.03983,0.0,598000.0,12498.2,0.012498200000000001
Gujarat,Jamnagar,2010,march,20.4,0.03983,0.0,598000.0,12498.2,0.012498200000000001
Gujarat,Jamnagar,2010,april,20.4,0.03983,0.0,598000.0,12498.2,0.012498200000000001
Gujarat,Jamnagar,2010,may,20.4,0.03983,0.0,598000.0,12498.2,0.012498200000000001
Gujarat,Jamnagar,2010,june,20.4,0.03983,59.3,598000.0,12498.2,0.012498200000000001
Gujarat,Jamnagar,2010,july,20.4,0.03983,328.2,598000.0,12498.2,0.012498200000000001
Gujarat,Jamnagar,2010,august,20.4,0.03983,431.0,598000.0,12498.2,0.012498200000000001
Gujarat,Jamnagar,2010,september,20.4,0.03983,216.6,598000.0,12498.2,0.012498200000000001
Gujarat,Jamnagar,2010,october,20.4,0.03983,12.2,598000.0,12498.2,0.012498200000000001
Gujarat,Jamnagar,2010,november,20.4,0.03983,41.0,598000.0,12498.2,0.012498200000000001
Gujarat,Jamnagar,2010,december,20.4,0.03983,0.2,598000.0,12498.2,0.012498200000000001
Gujarat,Jamnagar,2011,january,20.4,0.03983,0.0,602000.0,12581.8,0.012581799999999999
Gujarat,Jamnagar,2011,february,20.4,0.03983,0.2,602000.0,12581.8,0.012581799999999999
Gujarat,Jamnagar,2011,march,20.4,0.03983,0.0,602000.0,12581.8,0.012581799999999999
Gujarat,Jamnagar,2011,april,20.4,0.03983,0.0,602000.0,12581.8,0.012581799999999999
Gujarat,Jamnagar,2011,may,20.4,0.03983,0.0,602000.0,12581.8,0.012581799999999999
Gujarat,Jamnagar,2011,june,20.4,0.03983,16.3,602000.0,12581.8,0.012581799999999999
Gujarat,Jamnagar,2011,july,20.4,0.03983,259.2,602000.0,12581.8,0.012581799999999999
Gujarat,Jamnagar,2011,august,20.4,0.03983,451.7,602000.0,12581.8,0.012581799999999999
Gujarat,Jamnagar,2011,september,20.4,0.03983,162.5,602000.0,12581.8,0.012581799999999999
Gujarat,Jamnagar,2011,october,20.4,0.03983,0.4,602000.0,12581.8,0.012581799999999999
Gujarat,Jamnagar,2011,november,20.4,0.03983,0.0,602000.0,12581.8,0.012581799999999999
Gujarat,Jamnagar,2011,december,20.4,0.03983,0.0,602000.0,12581.8,0.012581799999999999
Gujarat,Jamnagar,2012,january,20.4,0.03983,0.1,607000.0,12686.3,0.0126863
Gujarat,Jamnagar,2012,february,20.4,0.03983,0.0,607000.0,12686.3,0.0126863
Gujarat,Jamnagar,2012,march,20.4,0.03983,0.0,607000.0,12686.3,0.0126863
Gujarat,Jamnagar,2012,april,20.4,0.03983,0.0,607000.0,12686.3,0.0126863
Gujarat,Jamnagar,2012,may,20.4,0.03983,0.0,607000.0,12686.3,0.0126863
Gujarat,Jamnagar,2012,june,20.4,0.03983,34.4,607000.0,12686.3,0.0126863
Gujarat,Jamnagar,2012,july,20.4,0.03983,178.2,607000.0,12686.3,0.0126863
Gujarat,Jamnagar,2012,august,20.4,0.03983,230.3,607000.0,12686.3,0.0126863
Gujarat,Jamnagar,2012,september,20.4,0.03983,263.8,607000.0,12686.3,0.0126863
Gujarat,Jamnagar,2012,october,20.4,0.03983,7.1,607000.0,12686.3,0.0126863
Gujarat,Jamnagar,2012,november,20.4,0.03983,0.0,607000.0,12686.3,0.0126863
Gujarat,Jamnagar,2012,december,20.4,0.03983,0.0,607000.0,12686.3,0.0126863
Gujarat,Jamnagar,2013,january,20.4,0.03983,0.0,612000.0,12790.8,0.012790799999999998
Gujarat,Jamnagar,2013,february,20.4,0.03983,0.9,612000.0,12790.8,0.012790799999999998
Gujarat,Jamnagar,2013,march,20.4,0.03983,0.1,612000.0,12790.8,0.012790799999999998
Gujarat,Jamnagar,2013,april,20.4,0.03983,4.6,612000.0,12790.8,0.012790799999999998
Gujarat,Jamnagar,2013,may,20.4,0.03983,0.0,612000.0,12790.8,0.012790799999999998
Gujarat,Jamnagar,2013,june,20.4,0.03983,155.7,612000.0,12790.8,0.012790799999999998
Gujarat,Jamnagar,2013,july,20.4,0.03983,405.4,612000.0,12790.8,0.012790799999999998
Gujarat,Jamnagar,2013,august,20.4,0.03983,211.1,612000.0,12790.8,0.012790799999999998
Gujarat,Jamnagar,2013,september,20.4,0.03983,287.3,612000.0,12790.8,0.012790799999999998
Gujarat,Jamnagar,2013,october,20.4,0.03983,53.2,612000.0,12790.8,0.012790799999999998
Gujarat,Jamnagar,2013,november,20.4,0.03983,0.1,612000.0,12790.8,0.012790799999999998
Gujarat,Jamnagar,2013,december,20.4,0.03983,0.0,612000.0,12790.8,0.012790799999999998
Gujarat,Jamnagar,2014,january,20.4,0.03983,5.7,616000.0,12874.400000000001,0.012874400000000001
Gujarat,Jamnagar,2014,february,20.4,0.03983,0.1,616000.0,12874.400000000001,0.012874400000000001
Gujarat,Jamnagar,2014,march,20.4,0.03983,0.2,616000.0,12874.400000000001,0.012874400000000001
Gujarat,Jamnagar,2014,april,20.4,0.03983,1.0,616000.0,12874.400000000001,0.012874400000000001
Gujarat,Jamnagar,2014,may,20.4,0.03983,1.3,616000.0,12874.400000000001,0.012874400000000001
Gujarat,Jamnagar,2014,june,20.4,0.03983,11.6,616000.0,12874.400000000001,0.012874400000000001
Gujarat,Jamnagar,2014,july,20.4,0.03983,307.5,616000.0,12874.400000000001,0.012874400000000001
Gujarat,Jamnagar,2014,august,20.4,0.03983,138.6,616000.0,12874.400000000001,0.012874400000000001
Gujarat,Jamnagar,2014,september,20.4,0.03983,235.1,616000.0,12874.400000000001,0.012874400000000001
Gujarat,Jamnagar,2014,october,20.4,0.03983,3.3,616000.0,12874.400000000001,0.012874400000000001
Gujarat,Jamnagar,2014,november,20.4,0.03983,1.3,616000.0,12874.400000000001,0.012874400000000001
Gujarat,Jamnagar,2014,december,20.4,0.03983,0.0,616000.0,12874.400000000001,0.012874400000000001
Gujarat,Jamnagar,2015,january,20.4,0.03983,1.8,621000.0,12978.900000000001,0.012978900000000002
Gujarat,Jamnagar,2015,february,20.4,0.03983,0.0,621000.0,12978.900000000001,0.012978900000000002
Gujarat,Jamnagar,2015,march,20.4,0.03983,6.1,621000.0,12978.900000000001,0.012978900000000002
Gujarat,Jamnagar,2015,april,20.4,0.03983,5.5,621000.0,12978.900000000001,0.012978900000000002
Gujarat,Jamnagar,2015,may,20.4,0.03983,0.9,621000.0,12978.900000000001,0.012978900000000002
Gujarat,Jamnagar,2015,june,20.4,0.03983,120.7,621000.0,12978.900000000001,0.012978900000000002
Gujarat,Jamnagar,2015,july,20.4,0.03983,354.7,621000.0,12978.900000000001,0.012978900000000002
Gujarat,Jamnagar,2015,august,20.4,0.03983,37.4,621000.0,12978.900000000001,0.012978900000000002
Gujarat,Jamnagar,2015,september,20.4,0.03983,93.4,621000.0,12978.900000000001,0.012978900000000002
Gujarat,Jamnagar,2015,october,20.4,0.03983,2.2,621000.0,12978.900000000001,0.012978900000000002
Gujarat,Jamnagar,2015,november,20.4,0.03983,0.3,621000.0,12978.900000000001,0.012978900000000002
Gujarat,Jamnagar,2015,december,20.4,0.03983,0.0,621000.0,12978.900000000001,0.012978900000000002
Gujarat,Jamnagar,2016,january,20.4,0.03983,0.0,626000.0,13083.400000000001,0.0130834
Gujarat,Jamnagar,2016,february,20.4,0.03983,0.0,626000.0,13083.400000000001,0.0130834
Gujarat,Jamnagar,2016,march,20.4,0.03983,0.6,626000.0,13083.400000000001,0.0130834
Gujarat,Jamnagar,2016,april,20.4,0.03983,0.0,626000.0,13083.400000000001,0.0130834
Gujarat,Jamnagar,2016,may,20.4,0.03983,0.4,626000.0,13083.400000000001,0.0130834
Gujarat,Jamnagar,2016,june,20.4,0.03983,31.8,626000.0,13083.400000000001,0.0130834
Gujarat,Jamnagar,2016,july,20.4,0.03983,255.8,626000.0,13083.400000000001,0.0130834
Gujarat,Jamnagar,2016,august,20.4,0.03983,303.9,626000.0,13083.400000000001,0.0130834
Gujarat,Jamnagar,2016,september,20.4,0.03983,105.3,626000.0,13083.400000000001,0.0130834
Gujarat,Jamnagar,2016,october,20.4,0.03983,66.9,626000.0,13083.400000000001,0.0130834
Gujarat,Jamnagar,2016,november,20.4,0.03983,0.0,626000.0,13083.400000000001,0.0130834
Gujarat,Jamnagar,2016,december,20.4,0.03983,0.0,626000.0,13083.400000000001,0.0130834
Gujarat,Jamnagar,2017,january,20.4,0.03983,0.0,631000.0,13187.900000000001,0.0131879
Gujarat,Jamnagar,2017,february,20.4,0.03983,0.0,631000.0,13187.900000000001,0.0131879
Gujarat,Jamnagar,2017,march,20.4,0.03983,0.0,631000.0,13187.900000000001,0.0131879
Gujarat,Jamnagar,2017,april,20.4,0.03983,0.0,631000.0,13187.900000000001,0.0131879
Gujarat,Jamnagar,2017,may,20.4,0.03983,0.2,631000.0,13187.900000000001,0.0131879
Gujarat,Jamnagar,2017,june,20.4,0.03983,137.7,631000.0,13187.900000000001,0.0131879
Gujarat,Jamnagar,2017,july,20.4,0.03983,613.1,631000.0,13187.900000000001,0.0131879
Gujarat,Jamnagar,2017,august,20.4,0.03983,179.7,631000.0,13187.900000000001,0.0131879
Gujarat,Jamnagar,2017,september,20.4,0.03983,67.2,631000.0,13187.900000000001,0.0131879
Gujarat,Jamnagar,2017,october,20.4,0.03983,15.5,631000.0,13187.900000000001,0.0131879
Gujarat,Jamnagar,2017,november,20.4,0.03983,0.0,631000.0,13187.900000000001,0.0131879
Gujarat,Jamnagar,2017,december,20.4,0.03983,11.0,631000.0,13187.900000000001,0.0131879
Gujarat,Jamnagar,2018,january,20.4,0.03983,,,,
Gujarat,Jamnagar,2018,february,20.4,0.03983,,,,
Gujarat,Jamnagar,2018,march,20.4,0.03983,,,,
Gujarat,Jamnagar,2018,april,20.4,0.03983,,,,
Gujarat,Jamnagar,2018,may,20.4,0.03983,,,,
Gujarat,Jamnagar,2018,june,20.4,0.03983,,,,
Gujarat,Jamnagar,2018,july,20.4,0.03983,,,,
Gujarat,Jamnagar,2018,august,20.4,0.03983,,,,
Gujarat,Jamnagar,2018,september,20.4,0.03983,,,,
Gujarat,Jamnagar,2018,october,20.4,0.03983,,,,
Gujarat,Jamnagar,2018,november,20.4,0.03983,,,,
Gujarat,Jamnagar,2018,december,20.4,0.03983,,,,
Gujarat,Jamnagar,2019,january,20.4,0.03983,,,,
Gujarat,Jamnagar,2019,february,20.4,0.03983,,,,
Gujarat,Jamnagar,2019,march,20.4,0.03983,,,,
Gujarat,Jamnagar,2019,april,20.4,0.03983,,,,
Gujarat,Jamnagar,2019,may,20.4,0.03983,,,,
Gujarat,Jamnagar,2019,june,20.4,0.03983,,,,
Gujarat,Jamnagar,2019,july,20.4,0.03983,,,,
Gujarat,Jamnagar,2019,august,20.4,0.03983,,,,
Gujarat,Jamnagar,2019,september,20.4,0.03983,,,,
Gujarat,Jamnagar,2019,october,20.4,0.03983,,,,
Gujarat,Jamnagar,2019,november,20.4,0.03983,,,,
Gujarat,Jamnagar,2019,december,20.4,0.03983,,,,
Gujarat,Jamnagar,2020,january,20.4,0.03983,,,,
Gujarat,Jamnagar,2020,february,20.4,0.03983,,,,
Gujarat,Jamnagar,2020,march,20.4,0.03983,,,,
Gujarat,Jamnagar,2020,april,20.4,0.03983,,,,
Gujarat,Jamnagar,2020,may,20.4,0.03983,,,,
Gujarat,Jamnagar,2020,june,20.4,0.03983,,,,
Gujarat,Jamnagar,2020,july,20.4,0.03983,,,,
Gujarat,Jamnagar,2020,august,20.4,0.03983,,,,
Gujarat,Jamnagar,2020,september,20.4,0.03983,,,,
Gujarat,Jamnagar,2020,october,20.4,0.03983,,,,
Gujarat,Jamnagar,2020,november,20.4,0.03983,,,,
Gujarat,Jamnagar,2020,december,20.4,0.03983,,,,
Gujarat,Jamnagar,2021,january,20.4,0.03983,,,,
Gujarat,Jamnagar,2021,february,20.4,0.03983,,,,
Gujarat,Jamnagar,2021,march,20.4,0.03983,,,,
Gujarat,Jamnagar,2021,april,20.4,0.03983,,,,
Gujarat,Jamnagar,2021,may,20.4,0.03983,,,,
Gujarat,Jamnagar,2021,june,20.4,0.03983,,,,
Gujarat,Jamnagar,2021,july,20.4,0.03983,,,,
Gujarat,Jamnagar,2021,august,20.4,0.03983,,,,
Gujarat,Jamnagar,2021,september,20.4,0.03983,,,,
Gujarat,Jamnagar,2021,october,20.4,0.03983,,,,
Gujarat,Jamnagar,2021,november,20.4,0.03983,,,,
Gujarat,Jamnagar,2021,december,20.4,0.03983,,,,
Gujarat,Jamnagar,2022,january,20.4,0.03983,,,,
Gujarat,Jamnagar,2022,february,20.4,0.03983,,,,
Gujarat,Jamnagar,2022,march,20.4,0.03983,,,,
Gujarat,Jamnagar,2022,april,20.4,0.03983,,,,
Gujarat,Jamnagar,2022,may,20.4,0.03983,,,,
Gujarat,Jamnagar,2022,june,20.4,0.03983,,,,
Gujarat,Jamnagar,2022,july,20.4,0.03983,,,,
Gujarat,Jamnagar,2022,august,20.4,0.03983,,,,
Gujarat,Jamnagar,2022,september,20.4,0.03983,,,,
Gujarat,Jamnagar,2022,october,20.4,0.03983,,,,
Gujarat,Jamnagar,2022,november,20.4,0.03983,,,,
Gujarat,Jamnagar,2022,december,20.4,0.03983,,,,
Gujarat,Jamnagar,2023,january,20.4,0.03983,,,,
Gujarat,Jamnagar,2023,february,20.4,0.03983,,,,
Gujarat,Jamnagar,2023,march,20.4,0.03983,,,,
Gujarat,Jamnagar,2023,april,20.4,0.03983,,,,
Gujarat,Jamnagar,2023,may,20.4,0.03983,,,,
Gujarat,Jamnagar,2023,june,20.4,0.03983,,,,
Gujarat,Jamnagar,2023,july,20.4,0.03983,,,,
Gujarat,Jamnagar,2023,august,20.4,0.03983,,,,
Gujarat,Jamnagar,2023,september,20.4,0.03983,,,,
Gujarat,Jamnagar,2023,october,20.4,0.03983,,,,
Gujarat,Jamnagar,2023,november,20.4,0.03983,,,,
Gujarat,Jamnagar,2023,december,20.4,0.03983,,,,
Gujarat,Rajkot,2009,january,189.25,0.00589,0.0,1317000.0,27525.300000000003,0.027525300000000003
Gujarat,Rajkot,2009,february,189.25,0.00589,0.0,1317000.0,27525.300000000003,0.027525300000000003
Gujarat,Rajkot,2009,march,189.25,0.00589,0.3,1317000.0,27525.300000000003,0.027525300000000003
Gujarat,Rajkot,2009,april,189.25,0.00589,0.0,1317000.0,27525.300000000003,0.027525300000000003
Gujarat,Rajkot,2009,may,189.25,0.00589,0.0,1317000.0,27525.300000000003,0.027525300000000003
Gujarat,Rajkot,2009,june,189.25,0.00589,17.0,1317000.0,27525.300000000003,0.027525300000000003
Gujarat,Rajkot,2009,july,189.25,0.00589,390.3,1317000.0,27525.300000000003,0.027525300000000003
Gujarat,Rajkot,2009,august,189.25,0.00589,143.5,1317000.0,27525.300000000003,0.027525300000000003
Gujarat,Rajkot,2009,september,189.25,0.00589,54.9,1317000.0,27525.300000000003,0.027525300000000003
Gujarat,Rajkot,2009,october,189.25,0.00589,27.4,1317000.0,27525.300000000003,0.027525300000000003
Gujarat,Rajkot,2009,november,189.25,0.00589,8.1,1317000.0,27525.300000000003,0.027525300000000003
Gujarat,Rajkot,2009,december,189.25,0.00589,0.0,1317000.0,27525.300000000003,0.027525300000000003
Gujarat,Rajkot,2010,january,189.25,0.00589,0.2,1361000.0,28444.9,0.0284449
Gujarat,Rajkot,2010,february,189.25,0.00589,0.0,1361000.0,28444.9,0.0284449
Gujarat,Rajkot,2010,march,189.25,0.00589,0.0,1361000.0,28444.9,0.0284449
Gujarat,Rajkot,2010,april,189.25,0.00589,0.0,1361000.0,28444.9,0.0284449
Gujarat,Rajkot,2010,may,189.25,0.00589,0.0,1361000.0,28444.9,0.0284449
Gujarat,Rajkot,2010,june,189.25,0.00589,59.3,1361000.0,28444.9,0.0284449
Gujarat,Rajkot,2010,july,189.25,0.00589,328.2,1361000.0,28444.9,0.0284449
Gujarat,Rajkot,2010,august,189.25,0.00589,431.0,1361000.0,28444.9,0.0284449
Gujarat,Rajkot,2010,september,189.25,0.00589,216.6,1361000.0,28444.9,0.0284449
Gujarat,Rajkot,2010,october,189.25,0.00589,12.2,1361000.0,28444.9,0.0284449
Gujarat,Rajkot,2010,november,189.25,0.00589,41.0,1361000.0,28444.9,0.0284449
Gujarat,Rajkot,2010,december,189.25,0.00589,0.2,1361000.0,28444.9,0.0284449
Gujarat,Rajkot,2011,january,189.25,0.00589,0.0,1406000.0,29385.4,0.0293854
Gujarat,Rajkot,2011,february,189.25,0.00589,0.2,1406000.0,29385.4,0.0293854
Gujarat,Rajkot,2011,march,189.25,0.00589,0.0,1406000.0,29385.4,0.0293854
Gujarat,Rajkot,2011,april,189.25,0.00589,0.0,1406000.0,29385.4,0.0293854
Gujarat,Rajkot,2011,may,189.25,0.00589,0.0,1406000.0,29385.4,0.0293854
Gujarat,Rajkot,2011,june,189.25,0.00589,16.3,1406000.0,29385.4,0.0293854
Gujarat,Rajkot,2011,july,189.25,0.00589,259.2,1406000.0,29385.4,0.0293854
Gujarat,Rajkot,2011,august,189.25,0.00589,451.7,1406000.0,29385.4,0.0293854
Gujarat,Rajkot,2011,september,189.25,0.00589,162.5,1406000.0,29385.4,0.0293854
Gujarat,Rajkot,2011,october,189.25,0.00589,0.4,1406000.0,29385.4,0.0293854
Gujarat,Rajkot,2011,november,189.25,0.00589,0.0,1406000.0,29385.4,0.0293854
Gujarat,Rajkot,2011,december,189.25,0.00589,0.0,1406000.0,29385.4,0.0293854
Gujarat,Rajkot,2012,january,189.25,0.00589,0.1,1453000.0,30367.699999999997,0.030367699999999994
Gujarat,Rajkot,2012,february,189.25,0.00589,0.0,1453000.0,30367.699999999997,0.030367699999999994
Gujarat,Rajkot,2012,march,189.25,0.00589,0.0,1453000.0,30367.699999999997,0.030367699999999994
Gujarat,Rajkot,2012,april,189.25,0.00589,0.0,1453000.0,30367.699999999997,0.030367699999999994
Gujarat,Rajkot,2012,may,189.25,0.00589,0.0,1453000.0,30367.699999999997,0.030367699999999994
Gujarat,Rajkot,2012,june,189.25,0.00589,34.4,1453000.0,30367.699999999997,0.030367699999999994
Gujarat,Rajkot,2012,july,189.25,0.00589,178.2,1453000.0,30367.699999999997,0.030367699999999994
Gujarat,Rajkot,2012,august,189.25,0.00589,230.3,1453000.0,30367.699999999997,0.030367699999999994
Gujarat,Rajkot,2012,september,189.25,0.00589,263.8,1453000.0,30367.699999999997,0.030367699999999994
Gujarat,Rajkot,2012,october,189.25,0.00589,7.1,1453000.0,30367.699999999997,0.030367699999999994
Gujarat,Rajkot,2012,november,189.25,0.00589,0.0,1453000.0,30367.699999999997,0.030367699999999994
Gujarat,Rajkot,2012,december,189.25,0.00589,0.0,1453000.0,30367.699999999997,0.030367699999999994
Gujarat,Rajkot,2013,january,189.25,0.00589,0.0,1501000.0,31370.9,0.0313709
Gujarat,Rajkot,2013,february,189.25,0.00589,0.9,1501000.0,31370.9,0.0313709
Gujarat,Rajkot,2013,march,189.25,0.00589,0.1,1501000.0,31370.9,0.0313709
Gujarat,Rajkot,2013,april,189.25,0.00589,4.6,1501000.0,31370.9,0.0313709
Gujarat,Rajkot,2013,may,189.25,0.00589,0.0,1501000.0,31370.9,0.0313709
Gujarat,Rajkot,2013,june,189.25,0.00589,155.7,1551000.0,32415.9,0.0324159
Gujarat,Rajkot,2013,july,189.25,0.00589,405.4,1501000.0,31370.9,0.0313709
Gujarat,Rajkot,2013,august,189.25,0.00589,211.1,1501000.0,31370.9,0.0313709
Gujarat,Rajkot,2013,september,189.25,0.00589,287.3,1501000.0,31370.9,0.0313709
Gujarat,Rajkot,2013,october,189.25,0.00589,53.2,1501000.0,31370.9,0.0313709
Gujarat,Rajkot,2013,november,189.25,0.00589,0.1,1501000.0,31370.9,0.0313709
Gujarat,Rajkot,2013,december,189.25,0.00589,0.0,1501000.0,31370.9,0.0313709
Gujarat,Rajkot,2014,january,189.25,0.00589,5.7,1551000.0,32415.9,0.0324159
